control_id,document_id,topic,control_type,owner,evidence_template,status
PRD-005-C007,PRD-005,方法版本清单,preventive,产品负责人,FRM-010,approved
PRD-005-C008,PRD-005,操作日志,detective,产品负责人,FRM-010,approved
PRD-005-C009,PRD-005,录像索引,corrective,产品负责人,FRM-010,approved
PRD-005-C010,PRD-005,复核记录,preventive,产品负责人,FRM-010,approved
PRD-005-C011,PRD-005,报告与附件,detective,产品负责人,FRM-010,approved
PRD-005-C012,PRD-005,Merkle根,corrective,产品负责人,FRM-010,approved
PRD-005-C013,PRD-005,数字签名,preventive,产品负责人,FRM-010,approved
PRD-005-C014,PRD-005,加密封装,detective,产品负责人,FRM-010,approved
PRD-005-C015,PRD-005,最小披露包,corrective,产品负责人,FRM-010,approved
PRD-005-C016,PRD-005,完整包,preventive,产品负责人,FRM-010,approved
PRD-005-C017,PRD-005,验证脚本,detective,产品负责人,FRM-010,approved
PRD-005-C018,PRD-005,格式版本,corrective,产品负责人,FRM-010,approved
PRD-005-C019,PRD-005,兼容性声明,preventive,产品负责人,FRM-010,approved
PRD-005-C020,PRD-005,传输回执,detective,产品负责人,FRM-010,approved
PRD-006-C001,PRD-006,证据引用面板,preventive,产品负责人,FRM-010,approved
PRD-006-C002,PRD-006,原始字段查看,detective,产品负责人,FRM-010,approved
PRD-006-C003,PRD-006,标准化字段查看,corrective,产品负责人,FRM-010,approved
PRD-006-C004,PRD-006,资产变化账本,preventive,产品负责人,FRM-010,approved
PRD-006-C005,PRD-006,路径查询,detective,产品负责人,FRM-010,approved
PRD-006-C006,PRD-006,时间线,corrective,产品负责人,FRM-010,approved
PRD-006-C007,PRD-006,图谱视图,preventive,产品负责人,FRM-010,approved
PRD-006-C008,PRD-006,候选关系,detective,产品负责人,FRM-010,approved
PRD-006-C009,PRD-006,规则解释,corrective,产品负责人,FRM-010,approved
PRD-006-C010,PRD-006,参数快照,preventive,产品负责人,FRM-010,approved
PRD-006-C011,PRD-006,假设日志,detective,产品负责人,FRM-010,approved
PRD-006-C012,PRD-006,反例记录,corrective,产品负责人,FRM-010,approved
PRD-006-C013,PRD-006,来源冲突,preventive,产品负责人,FRM-010,approved
PRD-006-C014,PRD-006,人工备注,detective,产品负责人,FRM-010,approved
PRD-006-C015,PRD-006,复核差异,corrective,产品负责人,FRM-010,approved
PRD-006-C016,PRD-006,批注与签名,preventive,产品负责人,FRM-010,approved
PRD-006-C017,PRD-006,导出受控快照,detective,产品负责人,FRM-010,approved
PRD-006-C018,PRD-006,性能降级策略,corrective,产品负责人,FRM-010,approved
PRD-006-C019,PRD-006,大图分页,preventive,产品负责人,FRM-010,approved
PRD-006-C020,PRD-006,禁止黑盒总分,detective,产品负责人,FRM-010,approved
PRD-007-C001,PRD-007,报告类型,preventive,产品负责人,FRM-010,approved
PRD-007-C002,PRD-007,委托事项,detective,产品负责人,FRM-010,approved
PRD-007-C003,PRD-007,检材与数据来源,corrective,产品负责人,FRM-010,approved
PRD-007-C004,PRD-007,方法与工具,preventive,产品负责人,FRM-010,approved
PRD-007-C005,PRD-007,操作过程,detective,产品负责人,FRM-010,approved
PRD-007-C006,PRD-007,技术事实,corrective,产品负责人,FRM-010,approved
PRD-007-C007,PRD-007,规则推断,preventive,产品负责人,FRM-010,approved
PRD-007-C008,PRD-007,统计推断,detective,产品负责人,FRM-010,approved
PRD-007-C009,PRD-007,限制与反例,corrective,产品负责人,FRM-010,approved
PRD-007-C010,PRD-007,无法判断,preventive,产品负责人,FRM-010,approved
PRD-007-C011,PRD-007,图表引用,detective,产品负责人,FRM-010,approved
PRD-007-C012,PRD-007,金额校验,corrective,产品负责人,FRM-010,approved
PRD-007-C013,PRD-007,地址完整显示,preventive,产品负责人,FRM-010,approved
PRD-007-C014,PRD-007,时间与时区,detective,产品负责人,FRM-010,approved
PRD-007-C015,PRD-007,附件索引,corrective,产品负责人,FRM-010,approved
PRD-007-C016,PRD-007,复核签字,preventive,产品负责人,FRM-010,approved
PRD-007-C017,PRD-007,版本水印,detective,产品负责人,FRM-010,approved
PRD-007-C018,PRD-007,撤回更正,corrective,产品负责人,FRM-010,approved
PRD-007-C019,PRD-007,法庭演示材料,preventive,产品负责人,FRM-010,approved
PRD-007-C020,PRD-007,通俗解释,detective,产品负责人,FRM-010,approved
PRD-008-C001,PRD-008,案件隔离,preventive,产品负责人,FRM-010,approved
PRD-008-C002,PRD-008,静态加密,detective,产品负责人,FRM-010,approved
PRD-008-C003,PRD-008,传输加密,corrective,产品负责人,FRM-010,approved
PRD-008-C004,PRD-008,密钥轮换,preventive,产品负责人,FRM-010,approved
PRD-008-C005,PRD-008,最小权限,detective,产品负责人,FRM-010,approved
PRD-008-C006,PRD-008,不可抵赖日志,corrective,产品负责人,FRM-010,approved
PRD-008-C007,PRD-008,时间同步,preventive,产品负责人,FRM-010,approved
PRD-008-C008,PRD-008,可用性目标,detective,产品负责人,FRM-010,approved
PRD-008-C009,PRD-008,恢复时间目标,corrective,产品负责人,FRM-010,approved
PRD-008-C010,PRD-008,恢复点目标,preventive,产品负责人,FRM-010,approved
PRD-008-C011,PRD-008,大图性能,detective,产品负责人,FRM-010,approved
PRD-008-C012,PRD-008,批量解析吞吐,corrective,产品负责人,FRM-010,approved
PRD-008-C013,PRD-008,离线运行,preventive,产品负责人,FRM-010,approved
PRD-008-C014,PRD-008,依赖锁定,detective,产品负责人,FRM-010,approved
PRD-008-C015,PRD-008,可重现构建,corrective,产品负责人,FRM-010,approved
PRD-008-C016,PRD-008,日志保留,preventive,产品负责人,FRM-010,approved
PRD-008-C017,PRD-008,监控告警,detective,产品负责人,FRM-010,approved
PRD-008-C018,PRD-008,漏洞修复时限,corrective,产品负责人,FRM-010,approved
PRD-008-C019,PRD-008,兼容性,preventive,产品负责人,FRM-010,approved
PRD-008-C020,PRD-008,可访问性,detective,产品负责人,FRM-010,approved
PRD-009-C001,PRD-009,需求追踪覆盖,preventive,产品负责人,FRM-010,approved
PRD-009-C002,PRD-009,单元测试,detective,产品负责人,FRM-010,approved
PRD-009-C003,PRD-009,集成测试,corrective,产品负责人,FRM-010,approved
PRD-009-C004,PRD-009,端到端测试,preventive,产品负责人,FRM-010,approved
PRD-009-C005,PRD-009,黄金样本回归,detective,产品负责人,FRM-010,approved
PRD-009-C006,PRD-009,方法边界验证,corrective,产品负责人,FRM-010,approved
PRD-009-C007,PRD-009,工具验证,preventive,产品负责人,FRM-010,approved
PRD-009-C008,PRD-009,安全测试,detective,产品负责人,FRM-010,approved
PRD-009-C009,PRD-009,性能测试,corrective,产品负责人,FRM-010,approved
PRD-009-C010,PRD-009,灾备演练,preventive,产品负责人,FRM-010,approved
PRD-009-C011,PRD-009,数据迁移验证,detective,产品负责人,FRM-010,approved
PRD-009-C012,PRD-009,文档同步,corrective,产品负责人,FRM-010,approved
PRD-009-C013,PRD-009,模板同步,preventive,产品负责人,FRM-010,approved
PRD-009-C014,PRD-009,培训完成,detective,产品负责人,FRM-010,approved
PRD-009-C015,PRD-009,权限复核,corrective,产品负责人,FRM-010,approved
PRD-009-C016,PRD-009,回滚演练,preventive,产品负责人,FRM-010,approved
PRD-009-C017,PRD-009,已知缺陷接受,detective,产品负责人,FRM-010,approved
PRD-009-C018,PRD-009,发布批准,corrective,产品负责人,FRM-010,approved
PRD-009-C019,PRD-009,发布后监测,preventive,产品负责人,FRM-010,approved
PRD-009-C020,PRD-009,撤回阈值,detective,产品负责人,FRM-010,approved
PRD-010-C001,PRD-010,证据对象底座,preventive,产品负责人,FRM-010,approved
PRD-010-C002,PRD-010,Bitcoin基础采集,detective,产品负责人,FRM-010,approved
PRD-010-C003,PRD-010,EVM基础采集,corrective,产品负责人,FRM-010,approved
PRD-010-C004,PRD-010,TRON基础采集,preventive,产品负责人,FRM-010,approved
PRD-010-C005,PRD-010,离线验证器,detective,产品负责人,FRM-010,approved
PRD-010-C006,PRD-010,确定性路径,corrective,产品负责人,FRM-010,approved
PRD-010-C007,PRD-010,标签证据管理,preventive,产品负责人,FRM-010,approved
PRD-010-C008,PRD-010,跨链桥首批,detective,产品负责人,FRM-010,approved
PRD-010-C009,PRD-010,DeFi首批,corrective,产品负责人,FRM-010,approved
PRD-010-C010,PRD-010,真实性核验,preventive,产品负责人,FRM-010,approved
PRD-010-C011,PRD-010,智能合约功能分析,detective,产品负责人,FRM-010,approved
PRD-010-C012,PRD-010,试点案件,corrective,产品负责人,FRM-010,approved
PRD-010-C013,PRD-010,质量体系运行,preventive,产品负责人,FRM-010,approved
PRD-010-C014,PRD-010,实验室建设,detective,产品负责人,FRM-010,approved
PRD-010-C015,PRD-010,能力范围冻结,corrective,产品负责人,FRM-010,approved
PRD-010-C016,PRD-010,申请准备,preventive,产品负责人,FRM-010,approved
PRD-010-C017,PRD-010,商业化边界,detective,产品负责人,FRM-010,approved
PRD-010-C018,PRD-010,扩链准入门,corrective,产品负责人,FRM-010,approved
ARC-001-C001,ARC-001,系统边界,preventive,架构负责人,FRM-010,approved
ARC-001-C002,ARC-001,案件用户,detective,架构负责人,FRM-010,approved
ARC-001-C003,ARC-001,管理员边界,corrective,架构负责人,FRM-010,approved
ARC-001-C004,ARC-001,自建节点,preventive,架构负责人,FRM-010,approved
ARC-001-C005,ARC-001,第三方RPC,detective,架构负责人,FRM-010,approved
ARC-001-C006,ARC-001,区块浏览器,corrective,架构负责人,FRM-010,approved
ARC-001-C007,ARC-001,标签供应商,preventive,架构负责人,FRM-010,approved
ARC-001-C008,ARC-001,合作机构,detective,架构负责人,FRM-010,approved
ARC-001-C009,ARC-001,对象存储,corrective,架构负责人,FRM-010,approved
ARC-001-C010,ARC-001,密钥管理,preventive,架构负责人,FRM-010,approved
ARC-001-C011,ARC-001,日志平台,detective,架构负责人,FRM-010,approved
ARC-001-C012,ARC-001,离线验证环境,corrective,架构负责人,FRM-010,approved
ARC-001-C013,ARC-001,客户门户,preventive,架构负责人,FRM-010,approved
ARC-001-C014,ARC-001,导入文件,detective,架构负责人,FRM-010,approved
ARC-001-C015,ARC-001,导出报告,corrective,架构负责人,FRM-010,approved
ARC-001-C016,ARC-001,网络隔离区,preventive,架构负责人,FRM-010,approved
ARC-001-C017,ARC-001,高信任区,detective,架构负责人,FRM-010,approved
ARC-001-C018,ARC-001,低信任区,corrective,架构负责人,FRM-010,approved
ARC-001-C019,ARC-001,跨边界校验,preventive,架构负责人,FRM-010,approved
ARC-002-C001,ARC-002,案件服务,preventive,架构负责人,FRM-010,approved
ARC-002-C002,ARC-002,身份权限服务,detective,架构负责人,FRM-010,approved
ARC-002-C003,ARC-002,证据对象服务,corrective,架构负责人,FRM-010,approved
ARC-002-C004,ARC-002,采集编排器,preventive,架构负责人,FRM-010,approved
ARC-002-C005,ARC-002,Bitcoin适配器,detective,架构负责人,FRM-010,approved
ARC-002-C006,ARC-002,EVM适配器,corrective,架构负责人,FRM-010,approved
ARC-002-C007,ARC-002,TRON适配器,preventive,架构负责人,FRM-010,approved
ARC-002-C008,ARC-002,协议解析器,detective,架构负责人,FRM-010,approved
ARC-002-C009,ARC-002,标准化服务,corrective,架构负责人,FRM-010,approved
ARC-002-C010,ARC-002,资产账本服务,preventive,架构负责人,FRM-010,approved
ARC-002-C011,ARC-002,路径引擎,detective,架构负责人,FRM-010,approved
ARC-002-C012,ARC-002,规则引擎,corrective,架构负责人,FRM-010,approved
ARC-002-C013,ARC-002,标签服务,preventive,架构负责人,FRM-010,approved
ARC-002-C014,ARC-002,假设服务,detective,架构负责人,FRM-010,approved
ARC-002-C015,ARC-002,复核服务,corrective,架构负责人,FRM-010,approved
ARC-002-C016,ARC-002,报告服务,preventive,架构负责人,FRM-010,approved
ARC-002-C017,ARC-002,审计服务,detective,架构负责人,FRM-010,approved
ARC-002-C018,ARC-002,离线验证器,corrective,架构负责人,FRM-010,approved
ARC-002-C019,ARC-002,配置服务,preventive,架构负责人,FRM-010,approved
ARC-002-C020,ARC-002,通知服务,detective,架构负责人,FRM-010,approved
ARC-003-C001,ARC-003,开发环境,preventive,架构负责人,FRM-010,approved
ARC-003-C002,ARC-003,单元测试环境,detective,架构负责人,FRM-010,approved
ARC-003-C003,ARC-003,验证环境,corrective,架构负责人,FRM-010,approved
ARC-003-C004,ARC-003,预生产环境,preventive,架构负责人,FRM-010,approved
ARC-003-C005,ARC-003,生产应用区,detective,架构负责人,FRM-010,approved
ARC-003-C006,ARC-003,案件分析区,corrective,架构负责人,FRM-010,approved
ARC-003-C007,ARC-003,节点网络区,preventive,架构负责人,FRM-010,approved
ARC-003-C008,ARC-003,证据存储区,detective,架构负责人,FRM-010,approved
ARC-003-C009,ARC-003,管理区,corrective,架构负责人,FRM-010,approved
ARC-003-C010,ARC-003,日志审计区,preventive,架构负责人,FRM-010,approved
ARC-003-C011,ARC-003,备份区,detective,架构负责人,FRM-010,approved
ARC-003-C012,ARC-003,离线验证区,corrective,架构负责人,FRM-010,approved
ARC-003-C013,ARC-003,跳板机,preventive,架构负责人,FRM-010,approved
ARC-003-C014,ARC-003,网络白名单,detective,架构负责人,FRM-010,approved
ARC-003-C015,ARC-003,容器镜像,corrective,架构负责人,FRM-010,approved
ARC-003-C016,ARC-003,主机加固,preventive,架构负责人,FRM-010,approved
ARC-003-C017,ARC-003,时间同步,detective,架构负责人,FRM-010,approved
ARC-003-C018,ARC-003,密钥服务,corrective,架构负责人,FRM-010,approved
ARC-003-C019,ARC-003,环境配置隔离,preventive,架构负责人,FRM-010,approved
ARC-003-C020,ARC-003,数据禁止复制规则,detective,架构负责人,FRM-010,approved
ARC-004-C001,ARC-004,Case对象,preventive,数据架构师,FRM-010,approved
ARC-004-C002,ARC-004,Authorization对象,detective,数据架构师,FRM-010,approved
ARC-004-C003,ARC-004,AcquisitionSession,corrective,数据架构师,FRM-010,approved
ARC-004-C004,ARC-004,EvidenceItem,preventive,数据架构师,FRM-010,approved
ARC-004-C005,ARC-004,RawObject,detective,数据架构师,FRM-010,approved
ARC-004-C006,ARC-004,DerivedObject,corrective,数据架构师,FRM-010,approved
ARC-004-C007,ARC-004,NormalizedFact,preventive,数据架构师,FRM-010,approved
ARC-004-C008,ARC-004,AssetDelta,detective,数据架构师,FRM-010,approved
ARC-004-C009,ARC-004,RuleExecution,corrective,数据架构师,FRM-010,approved
ARC-004-C010,ARC-004,Hypothesis,preventive,数据架构师,FRM-010,approved
ARC-004-C011,ARC-004,HumanDecision,detective,数据架构师,FRM-010,approved
ARC-004-C012,ARC-004,SourceRecord,corrective,数据架构师,FRM-010,approved
ARC-004-C013,ARC-004,ToolRecord,preventive,数据架构师,FRM-010,approved
ARC-004-C014,ARC-004,EnvironmentRecord,detective,数据架构师,FRM-010,approved
ARC-004-C015,ARC-004,ReviewRecord,corrective,数据架构师,FRM-010,approved
ARC-004-C016,ARC-004,ReportCitation,preventive,数据架构师,FRM-010,approved
ARC-004-C017,ARC-004,CustodyEvent,detective,数据架构师,FRM-010,approved
ARC-004-C018,ARC-004,DeliveryPackage,corrective,数据架构师,FRM-010,approved
ARC-004-C019,ARC-004,RetentionAction,preventive,数据架构师,FRM-010,approved
ARC-004-C020,ARC-004,HashAndSignature,detective,数据架构师,FRM-010,approved
ARC-005-C001,ARC-005,来源声明,preventive,数据架构师,FRM-010,approved
ARC-005-C002,ARC-005,采集时间,detective,数据架构师,FRM-010,approved
ARC-005-C003,ARC-005,采集地点或网络位置,corrective,数据架构师,FRM-010,approved
ARC-005-C004,ARC-005,操作人员,preventive,数据架构师,FRM-010,approved
ARC-005-C005,ARC-005,见证与复核,detective,数据架构师,FRM-010,approved
ARC-005-C006,ARC-005,工具与参数,corrective,数据架构师,FRM-010,approved
ARC-005-C007,ARC-005,原始哈希,preventive,数据架构师,FRM-010,approved
ARC-005-C008,ARC-005,存储位置,detective,数据架构师,FRM-010,approved
ARC-005-C009,ARC-005,访问事件,corrective,数据架构师,FRM-010,approved
ARC-005-C010,ARC-005,复制事件,preventive,数据架构师,FRM-010,approved
ARC-005-C011,ARC-005,派生事件,detective,数据架构师,FRM-010,approved
ARC-005-C012,ARC-005,格式转换,corrective,数据架构师,FRM-010,approved
ARC-005-C013,ARC-005,签名事件,preventive,数据架构师,FRM-010,approved
ARC-005-C014,ARC-005,封存事件,detective,数据架构师,FRM-010,approved
ARC-005-C015,ARC-005,解封事件,corrective,数据架构师,FRM-010,approved
ARC-005-C016,ARC-005,移交事件,preventive,数据架构师,FRM-010,approved
ARC-005-C017,ARC-005,接收回执,detective,数据架构师,FRM-010,approved
ARC-005-C018,ARC-005,归档事件,corrective,数据架构师,FRM-010,approved
ARC-005-C019,ARC-005,重开事件,preventive,数据架构师,FRM-010,approved
ARC-005-C020,ARC-005,销毁事件,detective,数据架构师,FRM-010,approved
ARC-006-C001,ARC-006,数据源分级,preventive,节点负责人,FRM-010,approved
ARC-006-C002,ARC-006,自建全节点,detective,节点负责人,FRM-010,approved
ARC-006-C003,ARC-006,归档节点,corrective,节点负责人,FRM-010,approved
ARC-006-C004,ARC-006,裁剪节点,preventive,节点负责人,FRM-010,approved
ARC-006-C005,ARC-006,第二客户端,detective,节点负责人,FRM-010,approved
ARC-006-C006,ARC-006,第三方RPC,corrective,节点负责人,FRM-010,approved
ARC-006-C007,ARC-006,区块浏览器,preventive,节点负责人,FRM-010,approved
ARC-006-C008,ARC-006,原始区块文件,detective,节点负责人,FRM-010,approved
ARC-006-C009,ARC-006,官方项目页面,corrective,节点负责人,FRM-010,approved
ARC-006-C010,ARC-006,商业标签库,preventive,节点负责人,FRM-010,approved
ARC-006-C011,ARC-006,节点身份,detective,节点负责人,FRM-010,approved
ARC-006-C012,ARC-006,客户端版本,corrective,节点负责人,FRM-010,approved
ARC-006-C013,ARC-006,同步高度,preventive,节点负责人,FRM-010,approved
ARC-006-C014,ARC-006,finalized/safe语义,detective,节点负责人,FRM-010,approved
ARC-006-C015,ARC-006,链重组监测,corrective,节点负责人,FRM-010,approved
ARC-006-C016,ARC-006,限流与错误,preventive,节点负责人,FRM-010,approved
ARC-006-C017,ARC-006,TLS证书,detective,节点负责人,FRM-010,approved
ARC-006-C018,ARC-006,响应留存,corrective,节点负责人,FRM-010,approved
ARC-006-C019,ARC-006,多源差异,preventive,节点负责人,FRM-010,approved
ARC-006-C020,ARC-006,停用与替换,detective,节点负责人,FRM-010,approved
ARC-007-C001,ARC-007,资产清单,preventive,安全负责人,FRM-010,approved
ARC-007-C002,ARC-007,威胁建模,detective,安全负责人,FRM-010,approved
ARC-007-C003,ARC-007,身份认证,corrective,安全负责人,FRM-010,approved
ARC-007-C004,ARC-007,多因素认证,preventive,安全负责人,FRM-010,approved
ARC-007-C005,ARC-007,最小权限,detective,安全负责人,FRM-010,approved
ARC-007-C006,ARC-007,职责分离,corrective,安全负责人,FRM-010,approved
ARC-007-C007,ARC-007,密钥管理,preventive,安全负责人,FRM-010,approved
ARC-007-C008,ARC-007,静态加密,detective,安全负责人,FRM-010,approved
ARC-007-C009,ARC-007,传输加密,corrective,安全负责人,FRM-010,approved
ARC-007-C010,ARC-007,代码签名,preventive,安全负责人,FRM-010,approved
ARC-007-C011,ARC-007,依赖供应链,detective,安全负责人,FRM-010,approved
ARC-007-C012,ARC-007,恶意文件隔离,corrective,安全负责人,FRM-010,approved
ARC-007-C013,ARC-007,沙箱执行,preventive,安全负责人,FRM-010,approved
ARC-007-C014,ARC-007,网络分段,detective,安全负责人,FRM-010,approved
ARC-007-C015,ARC-007,审计日志,corrective,安全负责人,FRM-010,approved
ARC-007-C016,ARC-007,异常检测,preventive,安全负责人,FRM-010,approved
ARC-007-C017,ARC-007,漏洞管理,detective,安全负责人,FRM-010,approved
ARC-007-C018,ARC-007,渗透测试,corrective,安全负责人,FRM-010,approved
ARC-007-C019,ARC-007,事件响应,preventive,安全负责人,FRM-010,approved
ARC-007-C020,ARC-007,取证就绪,detective,安全负责人,FRM-010,approved
ARC-008-C001,ARC-008,统一时间,preventive,平台负责人,FRM-010,approved
ARC-008-C002,ARC-008,关联ID,detective,平台负责人,FRM-010,approved
ARC-008-C003,ARC-008,案件ID脱敏,corrective,平台负责人,FRM-010,approved
ARC-008-C004,ARC-008,用户操作日志,preventive,平台负责人,FRM-010,approved
ARC-008-C005,ARC-008,证据访问日志,detective,平台负责人,FRM-010,approved
ARC-008-C006,ARC-008,规则运行日志,corrective,平台负责人,FRM-010,approved
ARC-008-C007,ARC-008,工具命令日志,preventive,平台负责人,FRM-010,approved
ARC-008-C008,ARC-008,配置变化日志,detective,平台负责人,FRM-010,approved
ARC-008-C009,ARC-008,权限变化日志,corrective,平台负责人,FRM-010,approved
ARC-008-C010,ARC-008,节点健康指标,preventive,平台负责人,FRM-010,approved
ARC-008-C011,ARC-008,解析错误指标,detective,平台负责人,FRM-010,approved
ARC-008-C012,ARC-008,性能指标,corrective,平台负责人,FRM-010,approved
ARC-008-C013,ARC-008,安全告警,preventive,平台负责人,FRM-010,approved
ARC-008-C014,ARC-008,日志完整性,detective,平台负责人,FRM-010,approved
ARC-008-C015,ARC-008,日志签名,corrective,平台负责人,FRM-010,approved
ARC-008-C016,ARC-008,保留策略,preventive,平台负责人,FRM-010,approved
ARC-008-C017,ARC-008,查询授权,detective,平台负责人,FRM-010,approved
ARC-008-C018,ARC-008,告警升级,corrective,平台负责人,FRM-010,approved
ARC-008-C019,ARC-008,日志导出,preventive,平台负责人,FRM-010,approved
ARC-008-C020,ARC-008,隐私过滤,detective,平台负责人,FRM-010,approved
ARC-009-C001,ARC-009,备份分类,preventive,平台负责人,FRM-010,approved
ARC-009-C002,ARC-009,证据对象备份,detective,平台负责人,FRM-010,approved
ARC-009-C003,ARC-009,数据库备份,corrective,平台负责人,FRM-010,approved
ARC-009-C004,ARC-009,配置备份,preventive,平台负责人,FRM-010,approved
ARC-009-C005,ARC-009,密钥备份,detective,平台负责人,FRM-010,approved
ARC-009-C006,ARC-009,节点数据重建,corrective,平台负责人,FRM-010,approved
ARC-009-C007,ARC-009,代码与制品备份,preventive,平台负责人,FRM-010,approved
ARC-009-C008,ARC-009,不可变副本,detective,平台负责人,FRM-010,approved
ARC-009-C009,ARC-009,离线副本,corrective,平台负责人,FRM-010,approved
ARC-009-C010,ARC-009,异地副本,preventive,平台负责人,FRM-010,approved
ARC-009-C011,ARC-009,RPO,detective,平台负责人,FRM-010,approved
ARC-009-C012,ARC-009,RTO,corrective,平台负责人,FRM-010,approved
ARC-009-C013,ARC-009,恢复顺序,preventive,平台负责人,FRM-010,approved
ARC-009-C014,ARC-009,恢复验证,detective,平台负责人,FRM-010,approved
ARC-009-C015,ARC-009,哈希复核,corrective,平台负责人,FRM-010,approved
ARC-009-C016,ARC-009,密钥恢复双控,preventive,平台负责人,FRM-010,approved
ARC-009-C017,ARC-009,灾难宣告,detective,平台负责人,FRM-010,approved
ARC-009-C018,ARC-009,降级运行,corrective,平台负责人,FRM-010,approved
ARC-009-C019,ARC-009,演练频率,preventive,平台负责人,FRM-010,approved
ARC-009-C020,ARC-009,演练整改,detective,平台负责人,FRM-010,approved
ARC-010-C001,ARC-010,API版本,preventive,架构负责人,FRM-010,approved
ARC-010-C002,ARC-010,OpenAPI契约,detective,架构负责人,FRM-010,approved
ARC-010-C003,ARC-010,认证授权,corrective,架构负责人,FRM-010,approved
ARC-010-C004,ARC-010,请求签名,preventive,架构负责人,FRM-010,approved
ARC-010-C005,ARC-010,幂等键,detective,架构负责人,FRM-010,approved
ARC-010-C006,ARC-010,分页,corrective,架构负责人,FRM-010,approved
ARC-010-C007,ARC-010,速率限制,preventive,架构负责人,FRM-010,approved
ARC-010-C008,ARC-010,超时重试,detective,架构负责人,FRM-010,approved
ARC-010-C009,ARC-010,错误码,corrective,架构负责人,FRM-010,approved
ARC-010-C010,ARC-010,原始响应保存,preventive,架构负责人,FRM-010,approved
ARC-010-C011,ARC-010,字段精度,detective,架构负责人,FRM-010,approved
ARC-010-C012,ARC-010,时区,corrective,架构负责人,FRM-010,approved
ARC-010-C013,ARC-010,地址格式,preventive,架构负责人,FRM-010,approved
ARC-010-C014,ARC-010,大文件上传,detective,架构负责人,FRM-010,approved
ARC-010-C015,ARC-010,恶意文件扫描,corrective,架构负责人,FRM-010,approved
ARC-010-C016,ARC-010,回调验证,preventive,架构负责人,FRM-010,approved
ARC-010-C017,ARC-010,供应商SLA,detective,架构负责人,FRM-010,approved
ARC-010-C018,ARC-010,兼容性,corrective,架构负责人,FRM-010,approved
ARC-010-C019,ARC-010,弃用策略,preventive,架构负责人,FRM-010,approved
ARC-010-C020,ARC-010,契约测试,detective,架构负责人,FRM-010,approved
MTH-001-C001,MTH-001,方法目的,preventive,方法负责人,FRM-008,approved
MTH-001-C002,MTH-001,方法对象,detective,方法负责人,FRM-008,approved
MTH-001-C003,MTH-001,适用输入,corrective,方法负责人,FRM-008,approved
MTH-001-C004,MTH-001,不适用情形,preventive,方法负责人,FRM-008,approved
MTH-001-C005,MTH-001,标准与协议依据,detective,方法负责人,FRM-008,approved
MTH-001-C006,MTH-001,工具和环境,corrective,方法负责人,FRM-008,approved
MTH-001-C007,MTH-001,样本设计,preventive,方法负责人,FRM-008,approved
MTH-001-C008,MTH-001,真实值建立,detective,方法负责人,FRM-008,approved
MTH-001-C009,MTH-001,正常样本,corrective,方法负责人,FRM-008,approved
MTH-001-C010,MTH-001,边界样本,preventive,方法负责人,FRM-008,approved
MTH-001-C011,MTH-001,冲突样本,detective,方法负责人,FRM-008,approved
MTH-001-C012,MTH-001,恶意样本,corrective,方法负责人,FRM-008,approved
MTH-001-C013,MTH-001,精密度,preventive,方法负责人,FRM-008,approved
MTH-001-C014,MTH-001,准确度,detective,方法负责人,FRM-008,approved
MTH-001-C015,MTH-001,稳健性,corrective,方法负责人,FRM-008,approved
MTH-001-C016,MTH-001,复现性,preventive,方法负责人,FRM-008,approved
MTH-001-C017,MTH-001,不确定性,detective,方法负责人,FRM-008,approved
MTH-001-C018,MTH-001,结论分层,corrective,方法负责人,FRM-008,approved
MTH-001-C019,MTH-001,拒绝结论,preventive,方法负责人,FRM-008,approved
MTH-001-C020,MTH-001,再确认触发,detective,方法负责人,FRM-008,approved
MTH-001-C021,MTH-001,历史案件影响,corrective,方法负责人,FRM-008,approved
M-BTC-001-C001,M-BTC-001,网络与链身份,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C002,M-BTC-001,节点版本,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C003,M-BTC-001,区块头,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C004,M-BTC-001,区块哈希,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C005,M-BTC-001,前序区块,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C006,M-BTC-001,Merkle根,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C007,M-BTC-001,交易原始字节,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C008,M-BTC-001,txid与wtxid,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C009,M-BTC-001,输入引用,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C010,M-BTC-001,输出索引,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C011,M-BTC-001,脚本类型,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C012,M-BTC-001,金额单位,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C013,M-BTC-001,coinbase,preventive,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C014,M-BTC-001,手续费,detective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C015,M-BTC-001,UTXO状态,corrective,Bitcoin方法负责人,FRM-008,approved
M-BTC-001-C016,M-BTC-001,确认数,preventive,Bitcoin方法负责人,FRM-008,approved
